tv	tele,television,tv,video,テレビ,映像
lubrication	lubrication,潤滑
lubricator	lubricator,ルブリケータ
lubricators	lubricators,ルブリケーター
luer	luer,ルアー
lug	lug,ラグ
lumbar	lumbar,腰部
lumber	lumber,製材
luminarias	luminarias,ルミナリアス
luminescent	luminescent,発光性の
luminometers	luminometers,照度計
lunches	lunches,ランチ
lungis	lungis,ルンギス
lures	lures,ルアー
lutein	lutein,ルテイン
lychees	lychees,ライチ
lycopene	lycopene,リコピン
lye	lye,灰汁
lynx	lynx,オオヤマネコ
lysine	lysine,リジン
macadamia	macadamia,マカダミア
macaron	macaron,マカロン
macaroni	macaroni,マカロニ
mace	mace,メイス
machetes	machetes,鉈
machinery	machinery,機械
mackerel	mackerel,サバ
macrame	macrame,マクラメ
macro	macro,マクロ
madeleine	madeleine,マドレーヌ
magazine	magazine,雑誌
magnesium	magnesium,マグネシウム
magnet	magnet,磁石
magnetism	magnetism,磁気
magnifiers	magnifiers,拡大鏡
magnifying	magnifying,拡大する
magnitude	magnitude,大きさ
mahi	mahi,マヒ
mail	mail,メール
mailers	mailers,メーラー
mailing	mailing,郵送する
mailroom	mailroom,郵便室
maintainers	maintainers,メンテナー
maitake	maitake,マイタケ
maker	maker,メーカー
male	male,男性
mallet	mallet,マレット
mallets	mallets,マレット
malt	malt,モルト
malted	malted,麦芽
management	management,管理
managerial	managerial,管理的な
manchego	manchego,マンチェゴ
mandarins	mandarins,みかん
mandolin	mandolin,マンドリン
mandolines	mandolines,マンドリン
mane	mane,たてがみ
manganese	manganese,マンガン
mangos	mangos,マンゴー
mangosteen	mangosteen,マンゴスチン
manifold	manifold,多様な
manikins	manikins,マネキン
manila	manila,マニラ
manjishtha	manjishtha,マンジシュタ
mannequins	mannequins,マネキン
manometers	manometers,圧力計
mantel	mantel,マントルピース
mantels	mantels,マントルピース
mantles	mantles,マントル
manzanilla	manzanilla,マンサニラ
maple	maple,メープル
marbles	marbles,ビー玉
margarine	margarine,マーガリン
margarita	margarita,マルガリータ
marijuana	marijuana,マリファナ
marinade	marinade,マリネ
marinades	marinades,マリネ
marinara	marinara,マリナラ
marinated	marinated,マリネした
marine	marine,海洋
marionettes	marionettes,マリオネット
maritime	maritime,海事
marketing	marketing,マーケティング
marmalades	marmalades,マーマレード
marsala	marsala,マルサラ
marshmallow	marshmallow,マシュマロ
marshmallows	marshmallows,マシュマロ
martingale	martingale,マーチンゲール
martingales	martingales,マーチンゲール
martini	martini,マティーニ
mary	mary,メアリー
marzipan	marzipan,マジパン
masala	masala,マサラ
mascot	mascot,マスコット
mash	mash,マッシュ
mashed	mashed,マッシュした
mashers	mashers,マッシャー
mask	mask,マスク
masking	masking,マスキング
mass	mass,質量
massage	massage,マッサージ
massagers	massagers,マッサージ器
mast	mast,マスト
mastectomy	mastectomy,乳房切除術
masticating	masticating,咀嚼する
masturbators	masturbators,オナホール
matches	matches,マッチ
maternity	maternity,マタニティ
math	math,数学
matrix	matrix,マトリックス
matsutake	matsutake,マツタケ
matte	matte,マット
matting	matting,つや消し
matzo	matzo,マッツォ
mayonnaise	mayonnaise,マヨネーズ
mazes	mazes,迷路
mcintosh	mcintosh,マッキントッシュ
mct	mct
mdf	mdf
mdo	mdo,ミド
meads	meads,ミーズ
mealworms	mealworms,ミルワーム
meatless	meatless,肉なし
mechanic	mechanic,メカニック
mechanical	mechanical,機械的
medallions	medallions,メダリオン
medication	medication,薬
medications	medications,薬
medium	medium,中程度
mediums	mediums,媒体
meet	meet,会う
melamine	melamine,メラミン
melon	melon,メロン
melters	melters,メルター
melts	melts,溶ける
membrane	membrane,膜
membranes	membranes,膜
memorial	memorial,記念碑
memory	memory,記憶
menopause	menopause,更年期障害
menorahs	menorahs,本枝の燭台
menstrual	menstrual,月経
menu	menu,メニュー
merchandise	merchandise,商品
merchandisers	merchandisers,マーチャンダイザー
merchandising	merchandising,マーチャンダイジング
mercury	mercury,水銀
mesh	mesh,メッシュ
mess	mess,混乱
message	message,メッセージ
metal	metal,金属
metallic	metallic,メタリックな
metallophone	metallophone,鉄琴
metalworking	metalworking,金属加工
meter	meter,メーター
metering	metering,測光
meters	meters,メートル
methacrylate	methacrylate,メタクリレート
mexican	mexican,メキシコ人
mezuzahs	mezuzahs,メズザ
micro	micro,マイクロ
microbore	microbore,マイクロボア
microcapillary	microcapillary,微小毛細管
microcassette	microcassette,マイクロカセット
microcentrifuge	microcentrifuge,微量遠心分離機
microcentrifuges	microcentrifuges,微量遠心分離機
microdermabrasion	microdermabrasion,マイクロダーマブレーション
microhood	microhood,マイクロフッド
micrometer	micrometer,マイクロメーター
micrometers	micrometers,マイクロメートル
microphone	microphone,マイク
microplates	microplates,マイクロプレート
microprocessors	microprocessors,マイクロプロセッサ
microscope	microscope,顕微鏡
microscopes	microscopes,顕微鏡
microwavable	microwavable,電子レンジ対応
microwave	microwave,電子レンジ
microwaves	microwaves,電子レンジ
middle	middle,真ん中
midrange	midrange,ミッドレンジ
mig	mig,ミグ
mignon	mignon,ミニョン
mildew	mildew,カビ
mileage	mileage,走行距離
military	military,軍事
milks	milks,ミルク
mill	mill,ミル
millet	millet,キビ
mills	mills,工場
millwork	millwork,工場
mincers	mincers,ミンサー
mincing	mincing,みじん切りにする
mineral	mineral,ミネラル
miniature	miniature,ミニチュア
minidisc	minidisc,ミニディスク
minidiscs	minidiscs,ミニディスク
minidv	minidv,ミニDV
minimizers	minimizers,ミニマイザー
minis	minis,ミニ
mints	mints,ミント
mirabelle	mirabelle,ミラベル
mirrorless	mirrorless,ミラーレス
miso	miso,味噌
mister	mister,ミスター
mists	mists,霧
mixer	mixer,ミキサー
mixing	mixing,混合
mobile	mobile,モバイル
mobiles	mobiles,携帯電話
mobility	mobility,モビリティ
mochi	mochi,餅
modeling	modeling,モデリング
models	models,モデル
modem	modem,モデム
modems	modems,モデム
modest	modest,控えめな
modifiers	modifiers,修飾子
modular	modular,モジュール式
modulation	modulation,変調
modulators	modulators,変調器
modules	modules,モジュール
moisteners	moisteners,保湿剤
moisture	moisture,湿気
moisturizers	moisturizers,保湿剤
moisturizing	moisturizing,保湿
moka	moka,モカ
molar	molar,大臼歯
molasses	molasses,糖蜜
mold	mold,金型
molding	molding,成形
moldings	moldings,成形品
molds	molds,金型
moleskin	moleskin,モールスキン
monaka	monaka,最中
monitor	monitor,モニター
monitoring	monitoring,モニタリング
monnieri	monnieri,モニエリ
mono	mono,モノラル
monoclonal	monoclonal,モノクローナル
monocular	monocular,単眼
monoculars	monoculars,単眼鏡
monokinis	monokinis,モノキニ
monolights	monolights,モノライト
monolithic	monolithic,モノリシック
monopod	monopod,一脚
monosaccharides	monosaccharides,単糖類
monoxide	monoxide,一酸化物
monterey	monterey,モントレー
mooring	mooring,係留
mop	mop,モップをかける
mops	mops,モップ
morale	morale,士気
morel	morel,アミガサタケ
mortadella	mortadella,モルタデッラ
mortar	mortar,モルタル
mortars	mortars,迫撃砲
mortisers	mortisers,ほつれ屋
moscow	moscow,モスクワ
moses	moses,モーセ
mosfet	mosfet,モスフェット
mosquito	mosquito,蚊
moss	moss,苔
moth	moth,蛾
motherboards	motherboards,マザーボード
motion	motion,動き
motorcycle	motorcycle,オートバイ
mount	mount,マウント
mounting	mounting,取り付け
mousses	mousses,ムース
mouth	mouth,口
mouthwash	mouthwash,うがい薬
mouthwashes	mouthwashes,うがい薬
movements	movements,動き
movie	movie,映画
moving	moving,移動中
mower	mower,芝刈り機
mowers	mowers,芝刈り機
mozzarella	mozzarella,モッツァレラ
mp4	mp4
mram	mram,ムラム
ms	ms,ミリ秒
msm	msm
mt	mt,山
mtp	mtp
mu	mu,む
muck	muck,汚物
mucuna	mucuna,ムクナ
mud	mud,泥
muddlers	muddlers,マドラー
muenster	muenster,ムンスター
muffin	muffin,マフィン
muffins	muffins,マフィン
mufflers	mufflers,マフラー
mug	mug,マグカップ
muira	muira,ムイラ
mulch	mulch,マルチ
mulchers	mulchers,土寄せ機
mulches	mulches,マルチ
mule	mule,ラバ
mules	mules,ラバ
mulling	mulling,熟考する
mullions	mullions,マリオン
multi	multi,マルチ
multichannel	multichannel,マルチチャンネル
multiconductor	multiconductor,多導体
multidrug	multidrug,多剤併用
multieffects	multieffects,マルチエフェクト
multifunctional	multifunctional,多機能
multigrain	multigrain,マルチグレイン
multimedia	multimedia,マルチメディア
multiminerals	multiminerals,マルチミネラル
multiparameter	multiparameter,マルチパラメータ
multiple	multiple,複数の
multiplexers	multiplexers,マルチプレクサ
multipots	multipots,マルチポット
multipurpose	multipurpose,多目的
multiroom	multiroom,マルチルーム
multiseed	multiseed,マルチシード
multiswitches	multiswitches,マルチスイッチ
multitools	multitools,マルチツール
multivitamins	multivitamins,マルチビタミン
mundus	mundus,ムンダス
murals	murals,壁画
muscato	muscato,マスカット
muscle	muscle,筋肉
muscovado	muscovado,マスコバド
mushroom	mushroom,キノコ
mushrooms	mushrooms,キノコ
musicals	musicals,ミュージカル
muskmelon	muskmelon,マスクメロン
mussels	mussels,ムール貝
mustache	mustache,口ひげ
mustard	mustard,マスタード
mylar	mylar,マイラー
nagarmotha	nagarmotha,ナガルモタ
nailer	nailer,釘打ち機
nails	nails,爪
nakiri	nakiri,なきり
name	name,名前
nameplates	nameplates,銘板
nand	nand,ナンド
nap	nap,昼寝
napkin	napkin,ナプキン
napkins	napkins,ナプキン
naproxen	naproxen,ナプロキセン
nasal	nasal,鼻
natural	natural,自然な
nature	nature,自然
nausea	nausea,吐き気
nebulizer	nebulizer,ネブライザー
nebulizers	nebulizers,ネブライザー
neckerchiefs	neckerchiefs,ネッカチーフ
nectar	nectar,蜜
nectarines	nectarines,ネクタリン
needle	needle,針
needlepoint	needlepoint,針先
neem	neem,ニーム
negative	negative,否定的な
negligees	negligees,ネグリジェ
neogeo	neogeo,ネオジオ
neon	neon,ネオン
nes	nes,ネス
netting	netting,網
nettle	nettle,イラクサ
network	network,ネットワーク
network	networks,ネットワーク
neutral	neutral,中立的な
newel	newel,ニューエル
newspaper	newspaper,新聞
newsprint	newsprint,新聞紙
neys	neys,ネイズ
niacin	niacin,ナイアシン
nibs	nibs,ニブ
nickel	nickel,ニッケル
nicoise	nicoise,ニースワーズ
nicotine	nicotine,ニコチン
nightgowns	nightgowns,ナイトガウン
nightshirts	nightshirts,ナイトシャツ
nightstands	nightstands,ナイトスタンド
ninja	ninja,忍者
ninjutsu	ninjutsu,忍術
nipple	nipple,乳首
niqabs	niqabs,ニカブス
nisoth	nisoth,ニソス
nitinol	nitinol,ニチノール
nitric	nitric,硝酸塩
nitrous	nitrous,亜硝酸
nmr	nmr
no	no,いいえ
nockenballs	nockenballs,ノッケンボール
noise	noise,騒音
nonbinding	nonbinding,拘束力のない
noni	noni,ノニ
nonlocking	nonlocking,ノンロック
nonprogrammable	nonprogrammable,プログラム不可
nonslip	nonslip,滑り止め
noodle	noodle,麺類
nor	nor,でもない
noren	noren,のれん
nori	nori,ノリ
normal	normal,普通の
notation	notation,表記法
notched	notched,ノッチ付き
note	note,メモ
notecard	notecard,ノートカード
notes	notes,メモ
notions	notions,概念
nougat	nougat,ヌガー
nozzles	nozzles,ノズル
nucleic	nucleic,核
nucleotides	nucleotides,ヌクレオチド
number	number,番号
numbers	numbers,数字
numeric	numeric,数値
nunchakus	nunchakus,ヌンチャク
nursing	nursing,看護
nutcrackers	nutcrackers,くるみ割り人形
nutmeg	nutmeg,ナツメグ
nutrients	nutrients,栄養素
nutritional	nutritional,栄養学的な
nvidia	nvidia,エヌビディア
nvr	nvr
nvram	nvram
nvsram	nvsram
oat	oat,オーツ麦
oaxaca	oaxaca,オアハカ
objects	objects,オブジェクト
ocarinas	ocarinas,オカリナ
occlusal	occlusal,咬合性
ocean	ocean,海洋
ocr	ocr
octave	octave,オクターブ
octopus	octopus,タコ
ocular	ocular,眼科
od	od
odor	odor,臭い
oeuvres	oeuvres,作品
off	off,オフ
official	official,役人
offs	offs,オフ
ohmmeters	ohmmeters,抵抗計
oils	oils,油
ointments	ointments,軟膏
old	old,古い
oled	oled,オールレッド
oligonucleotides	oligonucleotides,オリゴヌクレオチド
olive	olive,オリーブ
olives	olives,オリーブ
olympic	olympic,オリンピック
omega	omega,オメガ
omelet	omelet,オムレツ
ones	ones,もの
onesies	onesies,着ぐるみ
only	only,だけ
ons	ons,オン
open	open,開く
opener	opener,オープナー
opera	opera,オペラ
operated	operated,操作された
ophthalmoscopes	ophthalmoscopes,検眼鏡
optic	optic,光学
optical	optical,光学的
optocouplers	optocouplers,フォトカプラ
optoisolators	optoisolators,光アイソレータ
optotransceivers	optotransceivers,光トランシーバー
oq	oq,わかりました
oracle	oracle,オラクル
oranges	oranges,オレンジ
orbit	orbit,軌道
orbital	orbital,軌道
orchids	orchids,蘭
order	order,注文する
organic	organic,オーガニック
organizer	organizer,主催者
oriented	oriented,指向性のある
origami	origami,折り紙
ornament	ornament,飾り
orthodontic	orthodontic,歯列矯正
orzo	orzo,オルゾ
osb	osb
oscillating	oscillating,振動している
oscillators	oscillators,発振器
oscilloscope	oscilloscope,オシロスコープ
osmometers	osmometers,浸透圧計
osteotomes	osteotomes,オステオトーム
ostomy	ostomy,オストミー
ostwald	ostwald,オストワルド
otg	otg,ああ
otoscopes	otoscopes,耳鏡
ottoman	ottoman,オットマン
out	out,アウト
outboard	outboard,船外機
outfielder	outfielder,外野手
output	output,出力
outside	outside,外
oval	oval,楕円形
oven	oven,オーブン
ovens	ovens,オーブン
over	over,終わった
overalls	overalls,オーバーオール
overbed	overbed,オーバーベッド
overdrive	overdrive,オーバードライブ
overgirths	overgirths,オーバーガース
overhead	overhead,オーバーヘッド
overload	overload,過負荷
overlock	overlock,オーバーロック
overnight	overnight,一晩中
overshoes	overshoes,オーバーシューズ
ovulation	ovulation,排卵
oxford	oxford,オックスフォード
oxfords	oxfords,オックスフォード
oxide	oxide,酸化物
oximeters	oximeters,酸素濃度計
oxtail	oxtail,オックステール
oxyacetylene	oxyacetylene,オキシアセチレン
oxygen	oxygen,酸素
oxypropane	oxypropane,オキシプロパン
pacific	pacific,太平洋
packable	packable,収納可能
package	package,パッケージ
packages	packages,パッケージ
packed	packed,詰め込まれた
packet	packet,パケット
packing	packing,梱包
pacs	pacs,パック
pad	pad,パッド
